thread_id,customer_query,brand_resolution,intent,brand,turn_count
TH-23134,"Can you tell me how I can scan a document into notes, if I’ve already taken a picture of it, i.e. I want to use the image that’s already in my photo library. I can’t see a way to do this. Thanks!","Sure thing! We are glad to help! Could you let us know which iOS version you are running? The process has changed a little, and we want to make sure we’re giving you the best direction. You can find this info at Settings &gt; General &gt; About.",general_inquiry,AppleSupport,2
TH-23136,Is this only for the iPhone X because I have a friend where she was able to leave a Work group conversation using her iPhone and not everyone on the group chat has an Iphone.,"If you're using iOS 11, a group message including users not on iOS devices can be muted, but you won't have the option to leave the group. You're welcome to leave feedback about this feature here: [link]",general_inquiry,AppleSupport,2
TH-23137,come on you guys removed the option to leave a group conversation! ugh!! 🤦🏽‍♀️ please bring that option back ASAP #ios1112 #iphoneX #overit,"Thanks for reaching out. You can still leave a group text if you're using iMessage. If any users are not using iMessage, you can then mute the notifications. This article explains in more detail: [link] We're here if you have any questions.",technical_issue,AppleSupport,2
TH-23142,Hello can you fix the keyboard bug in landscape mode? [link],"We'd like to take a closer look at this with you to figure out what's going on. Reach out to us via DM. When you do, be sure to confirm what type of device you're using, along with the specific version of iOS 11 that's currently installed. [link]",technical_issue,AppleSupport,2
TH-23164,Just started happening last week and iOS is up to date,"Thanks for letting us know. Have you had a chance to check the ringer volume on your iPhone? Alarms match the volume you set for your ringer, so that alarm sound may be too low. DM if you check these settings, and need further assistance. [link]",technical_issue,AppleSupport,2
TH-23166,My worst fear came true... my iPhone alarm isn’t working and never went off this morning,"Hello. We are here to help. Has this happened previously. Also, what is your iOS version?",general_inquiry,AppleSupport,2
TH-23176,The music app. Press on the icon and I get flash of a a black screen before returning to home. Have rebooted and reset,"Alright. Thanks for providing those added details. Rebooting is a great troubleshooting step to try. Just to clarify, can you tell us the steps that were taken to reset the device? We've received your DM and can continue there. [link]",hardware_repair,AppleSupport,2
TH-23178,upgraded to 11.1.2 and iTunes Player won’t work on iPhone 7. ANNOYING,"Let’s work together to get this resolved. To be sure we’re on the same page, are you noticing and issue with the Music app, or a different app?",general_inquiry,AppleSupport,2
TH-25245,"11.1 battery. Hi, I've noticed a significant decrease in battery life since upgrading my SE to IOS 11. 50% less!","Great battery life is part of what gets you and your iPhone through your day, and we want to make sure we get this resolved for you. So we can get started, how long has it been since you've updated? Did this start as soon as you updated? [link]",hardware_repair,AppleSupport,2
TH-25247,"I bought this phone on Friday and restored from a back up, it looks as if everything’s restored but it’s telling me it hasn’t here [link]","Thanks for the screenshot, that really helps. Let's meet in DM and we can continue there. [link]",general_inquiry,AppleSupport,2
TH-25248,"i’ve tried restarting it a couple of times and no luck, just deleted it and i’m still getting the notification","Great job trying that. Besides downloading that game, have you downloaded anything else prior to this happening? Music or any other apps? Have you updated or restored from a backup recently? And, which iOS version is found at Settings &gt; General &gt; About? [link]",general_inquiry,AppleSupport,2
TH-25251,ever since I downloaded Animal Crossing I keep getting these notifications even though it’s fully downloaded and I’ve been playing it :( please help [link],"We can see how that would get in your way. Have you restarted your iPhone as a troubleshooting step? If you already have done so, let's delete Animal Crossing and see if this still occurs. If the error message ceases, we'll reinstall and go from there.",general_inquiry,AppleSupport,2
TH-25267,why does it keep changing to I.T?,"You're in the right place for help! To guide us through troubleshooting steps, may we have the device and iOS version you're having this issue with?",general_inquiry,AppleSupport,2
TH-25270,my phone died and the little connect charger sign came up and when i got it turned back on it said my battery was half full that’s so cute,We'd be happy to look into why your iPhone turned off and showed that symbol when it still had battery. Which iPhone and iOS version are you using? You can go to Settings &gt; General &gt; About &gt; Version to find the version.,hardware_repair,AppleSupport,2
TH-25317,"Thanks for ur quick reply, yes it works for me. But I hope I will not face same problem in the future.","We have the same hope. If you do run into issues with an update in the future, we'll be here for you.",general_inquiry,AppleSupport,2
TH-25318,", I just wanted to let you know that this is the second time facing a problem (sudden shutdown) with my iPhone which lead me to restore, delete everything and fresh install due to your recent software updates. Pls fix this issue quickly!!","We're glad you reached out to let us know. It's never our intention for you to have issues after updating the iOS on your iPhone. Did restoring help? If not, send us a DM and let us know. We're always happy to help work through any concerns with your iPhone. [link]",technical_issue,AppleSupport,2
TH-25423,11.1.2. I haven't tried it yet with my little Bluetooth sound bar at home but will soon.,"Thank you. Please let us know. If the issue is only with CarPlay, your firmware may need to be updated. Please visit us here: [link] for more information.",technical_issue,AppleSupport,2
TH-25424,Bluetooth connection iPhone X to Infiniti is terrible. Garbled and scratchy cutting in and out &gt;30% of time. Didn't happen W iPhone 6!!,"We want you to be able to enjoy your iPhone X with your Bluetooth devices. We'll do all we can to help. To start, what iOS version is currently installed? Does this issue occur with any other Bluetooth devices that you connect to?",technical_issue,AppleSupport,2
TH-26670,No thanks. I’d rather switch to Android than discuss this further.,We'll be here should you need to reach out again for help as we understand wanting to enjoy your device. Have a good one.,general_inquiry,AppleSupport,2
TH-26672,Oh and would you look at that..... hope you can decipher what that says. It’s like reading hieroglyphics. 👏🏼,Let's continue within DM here: [link],general_inquiry,AppleSupport,2
TH-26675,Sooooooo is ever going to fix this annoying glitch for when I type the letter I️ it does that annoying box with the ? Thing! This is stupid. I️m just going to switch over to Android soon.,Here’s what you can do to work around the issue until it’s fixed in a future software update: [link],general_inquiry,AppleSupport,2
TH-26677,please update your software I️ am tired of seeing I️ everytime I️ try to type,Here’s what you can do to work around the issue until it’s fixed in a future software update: [link],technical_issue,AppleSupport,2
TH-26679,WTF I️ put a text replacement for the letter “I “ and it keeps removing it 😡,We'd be happy to look into this with you. Could you please send us a DM so we can get started? [link],general_inquiry,AppleSupport,2
TH-26681,tell me why the i keeps doing this stupid shit A with the boxed question mark make it stop,Here’s what you can do to work around the issue until it’s fixed in a future software update: [link],general_inquiry,AppleSupport,2
TH-26684,"Teally upset, downloaded latest 11.0 update now apps will not work on iPhone or IPad. Tech support was worthless after 120 minutes tried to blame me! Getting new phone and different notebook. This is outrageous!",We'd be happy to look into this with you. Feel free to DM us what country you're located in and we'll go from there: [link],order_shipping,AppleSupport,2
TH-26686,Yo please fix this iOS glitch. I have no idea what my friends are trying to tell me and all of our group chats look crazy.,Here’s what you can do to work around the issue until it’s fixed in a future software update: [link],technical_issue,AppleSupport,2
TH-26689,6s. 11.0.3.,Got it. Let’s complete the update to iOS 11.1. Here’s a link that will help: [link],general_inquiry,AppleSupport,2
TH-26691,"my iphone is still glitchy, keeps swapping screens when I try to type.","Thank you for reaching out. We want to help. To start, can you tell us which iPhone and iOS you’re using?",hardware_repair,AppleSupport,2
TH-26693,You’ve gone to far I️ need to be able use I️ with this shit going on. I️ do not approve.,Here’s what you can do to work around the issue until it’s fixed in a future software update: [link],technical_issue,AppleSupport,2
TH-26696,Hey I️ think we need to have a talk #applebug #iphoneglitch [link],Here’s what you can do to work around the issue until it’s fixed in a future software update: [link],technical_issue,AppleSupport,2
TH-26698,"It’s an important letter, . Fix it.",Here’s what you can do to work around the issue until it’s fixed in a future software update: [link],general_inquiry,AppleSupport,2
TH-26700,Today would be a good day for to fix the “i” bug... I️,Here’s what you can do to work around the issue until it’s fixed in a future software update: [link],technical_issue,AppleSupport,2
TH-26702,what is wrong with my keyboard like? Lol I️,Here’s what you can do to work around the issue until it’s fixed in a future software update: [link],general_inquiry,AppleSupport,2
TH-26704,Yes it's just that one,"Was this purchased or was it content that was available for free? Also, was it downloaded to your device or did you stream it?",general_inquiry,AppleSupport,2
TH-26708,Maybe it's the phone making problems? Maybe I should do the iOS updates?,Which iOS version are you currently using? Let us know in a DM. [link],technical_issue,AppleSupport,2
TH-26705,"Yes thank you! So I downloaded ""Harry Styles: Behind the Album/ Behind the Music Video"" in May. And now suddenly I just can't watch it",Are you able to play other videos and music without issue?,general_inquiry,AppleSupport,2
TH-26714,help? [link],"We're here to help in any way we can. Since we offer support in English, could you let us know what the message says?",general_inquiry,AppleSupport,2
TH-26716,I hit up your DMs,"We appreciate that. We did receive your DM, so check for a response there shortly. [link]",general_inquiry,AppleSupport,2
TH-26718,Hey is this covered under warrantee? Gonna take 40 minutes for a tech to see it at the AppleStore near me. [link],Are you currently in an Apple Store? Let's meet up in DM to discuss our options.,technical_issue,AppleSupport,2
TH-26720,"the glitch problem happens with the letters O, U, and K too 🤔 [link]",We'd like to help out. DM us and we'll go from there. [link],technical_issue,AppleSupport,2
TH-26722,i would rather be called a peasant than use a phone that glitches out when “I️” type the letter “I️” figure your shit out.,Here’s what you can do to work around the issue until it’s fixed in a future software update: [link],general_inquiry,AppleSupport,2
TH-27331,force touch for app multitask gone in iOS11 ?,That feature isn’t a part of iOS 11. We always enjoy hearing feedback. Please submit yours here: [link],technical_issue,AppleSupport,2
TH-27440,all of a sudden I am getting emails pushed via apple mail- I’ve had them set as fetch for a long time. Can’t find where to change back to fetch. The only change I have made is software update. HALP! I don’t want all these to push.,"We can understand not wanting the incoming emails to push through. We'll get to the root cause of this, and find you the information you need. In order to do so, we have some questions for you. Please meet us in DM with your current iOS and we'll go from there. [link]",technical_issue,AppleSupport,2
TH-27442,"how come that is suppose to be a top tech company, cant manage to create an update that doesn't make my iphone slower, and freezing constantly after updating it? my iphone version is only one from the last, and i have enough memory left... $ not worth",We can help with iPhone performance. What device are you currently using? We'll help get that resolved.,billing_refund,AppleSupport,2
TH-27504,Yes i am able to update them using cellular data. And yes i update all of them at once,"Thanks so much for letting us know. Since it's been isolated to a Wi-Fi issue, we want to rule out Wi-Fi connection settings and software on the device itself. Please meet with us in DM so we can continue to work together. [link]",technical_issue,AppleSupport,2
TH-27506,"I am using iOs 11.1.2 in my iphone 6s.. as soon as put the apps in update, they get pending to get updated and later on failureof update notice pops up","We understand how important it is to keep your apps up to date. So we're clear, are you trying to update all or one at a time? Are you able to update using cellular data?",technical_issue,AppleSupport,2
TH-27508,Unable to update apps when connected to WiFi.,"Thanks for reaching out to us about this issue. We want your device to work for you and we'll be happy to help out. To get started, can you tell us which device and OS version you're having this problem with? Also, what happens when you try to update?",technical_issue,AppleSupport,2
TH-27510,Latest version of iOS. It says a error occurred during activation. Turned phone off and on. Nothing. New phone just set it this evening,We received your DM and have responded there.,technical_issue,AppleSupport,2
TH-27511,please tell why my new iPhone 8 keeps telling me that iMessage is waiting for activation,"We want to do all we can to get your iMessage working on your new iPhone 8. Please let us know in DM, what iOS software is currently installed on the device, along with the exact error message you're seeing. We'll be happy to help from there. [link]",general_inquiry,AppleSupport,2
TH-29547,I GOT IT TO WORK thanks to chatting w/a tech who had another one call and help me out! Thanks so much!! xxoo,We are happy to hear all is working as expected again. Enjoy the rest of your day.,general_inquiry,AppleSupport,2
TH-29549,"Sometimes they're connected, sometimes they're not. Sometimes it even says bluetooth not available in the bar on top yet one will be connected!? Started after I updated.","You mentioned the Bluetooth icon shows as not available sometimes. Is the Bluetooth icon grayed out at the top? When this occurs, are you able to toggle Bluetooth on and off via System Preferences? Let's dig into this deeper over DM: [link]",technical_issue,AppleSupport,2
TH-29553,Since the newest update my MAC won't stay connected to my mouse &amp; kb (bluetooth). Help !?!,"We know how essential Bluetooth is to using wireless devices. We'll be happy to work with you to get to the bottom of this. To confirm, you updated to macOS 10.13.1, correct? Have you tried unpairing and repairing your Bluetooth devices?",technical_issue,AppleSupport,2
TH-29555,And this is my textbook and one on top is Airbnb [link],Thank you for showing us those screenshots. Which version of iOS 11 do you have on your iPhone right now? You can check at: Settings &gt; General &gt; About Does the logo return to normal after the app loads? Does this happen with all apps?,general_inquiry,AppleSupport,2
TH-29560,Other wired thing before I update I had 6 gig available and after I have 10 more. I don’t know why,Did this just happen when you updated to iOS 11.1.2 or did you notice it with a previous iOS update? Did the slowness start with this update or a previous update? Let us know in DM. We'll continue there. [link],technical_issue,AppleSupport,2
TH-29558,your new iOS slowdown my phone and delayed everything. you should know by now that some folks works with their phone and you can messe up people work. Test the damn thing before lunch it. Or come up with a big warning “it slow down 6.7,"We understand how important your iPhone is, and we're here to help. Send us a DM, and we'll take a closer look at your device together there. [link]",technical_issue,AppleSupport,2
TH-31410,That worked. Thank you.,You're very welcome. Please let us know if there's anything else we can do for you.,general_inquiry,AppleSupport,2
TH-31412,It’s still happening,Let's continue to work together on this issue. Send us a DM. [link],technical_issue,AppleSupport,2
TH-31408,the I️ keeps autocorrecting to a strange symbol,Let's look in to this issue together. Which iOS version is installed? You can find that from Settings &gt; General &gt; About.,general_inquiry,AppleSupport,2
TH-31419,#iphoneissues why is my phone recognizing capital i as an emoji? This is annoying. i can’t write professional emails for work [link],We'd be happy to help. Let's move over to DM. Let us know your iOS version. [link],general_inquiry,AppleSupport,2
TH-31422,"Bro I have never seen my phone crash so much 😒, it’s pissing me off , fuck IOS 11",That is not the experience we want you to have. Which iPhone model do you have? Let us know in DM. [link],technical_issue,AppleSupport,2
TH-31424,would be nice if you guys fixed your stuff so I can type I normally instead of I️ popping up every time..,We're here to help. Let's take this to DM so we can better assist you. [link],general_inquiry,AppleSupport,2
TH-31426,iOS11 I’ve tried resetting the keyboard it didn’t work.,Join us in DM and send us a screenshot of Settings &gt; General &gt; About. [link],technical_issue,AppleSupport,2
TH-31427,Is anyone else ‘I’ turning into a question mark when they type? I️ have a i on my emoji keyboard too? [link],We can help. Which version of iOS are you currently running?,general_inquiry,AppleSupport,2
TH-31432,Hey my keyboard is going haywire when I️ type I️ #help [link],We'd like to help. Which software version are you using on your iPhone?,general_inquiry,AppleSupport,2
TH-31435,"Just used your ""chat"" portion on help, it won't let me chat with anyone. My apple ID has been very buggy","You can follow the steps listed in ""Cancel Order"" section to have this canceled: [link]",account_access,AppleSupport,2
TH-31438,"Yes, same thing. Its not working. I'm trying on both my account and as a guest. It says both times that I do not have access.","Meet us in DM with your location (country), please. [link]",account_access,AppleSupport,2
TH-31436,"trying to cancel an online order, each time I login i'm told I don't have access to the order.",Hello. Our Sales Support team will be happy to assist you with this issue here: [link],account_access,AppleSupport,2
TH-31441,can you tell me why my Apple tv4 with screen saver set to never update will suddenly have new a “video” in the aerial views?,"Thank you for reaching out to us. For help with this, please contact our Apple TV experts here: [link]",hardware_repair,AppleSupport,2
TH-31444,"Hey I think my phone has dementia. No matter how many times I tell it not to update, it keeps asking.","While this is expected to send reminders, you can leave us feedback about that here: [link]",technical_issue,AppleSupport,2
TH-31447,"Hey So it’s been like this for a while, from 10.13 to 10.13.1, even under the Technology Preview version, any idea? [link]",We want to take a look at this with you. Reach out to us in DM with more information. [link],general_inquiry,AppleSupport,2
TH-31449,October challenge was fine. November challenge went weird after update,Which iPhone model do you have and what's the exact iOS version installed? Any steps tried so far? [link],technical_issue,AppleSupport,2
TH-31450,#AppleWatch #os4.1 has a glitch. November Challenge show I’ve burnt a lot of calories in just 14.5 hrs [link],"We'll be happy to help out. To clarify, did October record calorie burning accurately or is this a new issue for November?",technical_issue,AppleSupport,2
TH-31454,"Thanks! I guess I know the reason why.Wherever u put the assistive touch up,down,middle &amp; when pressed is also where the control center is.",That is expected for Assitive Touch. The following article provides more information. [link] [link],general_inquiry,AppleSupport,2
TH-31455,"Hi after upgrading to iOS 11.1 this control center dunno where to stay - up, middle and down. Now in the upper section. ios11 [link]","Hey, we'd love to help with your AssistiveTouch. Let's try a standard restart, here's how: [link]",technical_issue,AppleSupport,2
TH-31460,Yo what’s this new questions mark in my predictive text? I’m assuming it has smtg to do with that bum ass update,Hi there. We'd be happy to help. Can you tell us what you mean by new question mark?,technical_issue,AppleSupport,2
TH-31463,"Ok,I’ll give it a try",We look forward to getting an update from you in the near future.,general_inquiry,AppleSupport,2
TH-31466,"Update to latest version,did the restart thing but still no vibrate at all when notifications coming",Let's look into this some more. Send us a DM and let us know anything else you have tried as well as the country you're in. [link],technical_issue,AppleSupport,2
TH-31464,"Hi my iPhone vibration not working after update iOS 11.0.3,mine is iPhone 6S",iOS 11.1 has just been released. Let's try updating to that and we'll see how things are. Here's how: [link],technical_issue,AppleSupport,2
TH-31470,"28 min Benutzung, 42 min Standby: 10% Akku verbraucht. Mit iOS 11.1 hat sich nichts getan, eher noch schlimmer geworden",We offer support via Twitter in English. Contact us for help in your preferred language here: [link],technical_issue,AppleSupport,2
TH-31474,Ios 11.1 &amp; I can’t even turn off the wifi &amp; bluetooth from the control center!!,We can help. Here's a great article to clarify more about Wi-Fi &amp; Bluetooth in the Control Center: [link],technical_issue,AppleSupport,2
TH-31476,HELP how can I fix this problem immediately ? #Apple #iOS11,We've gotten your DM and will continue working with you there.,technical_issue,AppleSupport,2
TH-31482,Help!! I need to update the payment method for my iPhone X pre-order. It won’t let me do it online,We're happy to help you with that. DM us the country you are located in so we can better assist you:,billing_refund,AppleSupport,2
TH-31484,But this does not solve the battery. When will they provide an update that resolves battery consumption?,"If you are still experiencing issues with battery life, send us a DM. Let us know if there are any app updates available. [link]",hardware_repair,AppleSupport,2
TH-31485,Hey and does this improve iOS11's excessive battery consumption? #iOS11 #ios #apple #battery [link],Update improvements can resolve lots of issues. Learn more about iOS 11.1 here for specifics: [link],hardware_repair,AppleSupport,2
TH-31490,I’m turning it off from the control center I believe,OK! Take a look here for the way Wi-Fi functions in the Control Center of iOS 11: [link],general_inquiry,AppleSupport,2
TH-31491,need a update for iOS 11 where the WiFi doesn’t turn itself on ALL THE TIME- Tia,"We know how important your iPhone is. Tell us, are you turning Wi-Fi off from the Control Center or from Settings &gt; Wi-Fi?",technical_issue,AppleSupport,2
TH-31653,#Siri is brain damaged.. and my phone has become ridiculously slow. I get that u want me to buy the new phone but far too obvious. pixel is looking better all the time..,"We’re here to help with any issues you’re having. What exactly is going on with the device? Are certain apps or features running slowly? Also, which iOS version are you currently running? You can check that in Settings &gt; General &gt; About [link]",general_inquiry,AppleSupport,2
TH-31860,hey this is the 2nd time I've seen a random $15 charge to my account from itunes on my card and I haven't gotten anything,We'd want to get you in touch with our iTunes Store support here: [link],billing_refund,AppleSupport,2
TH-31862,"Why can't I log into my icloud on my Iphone 7 plus? My phone updated, logged me out of everything and won't take new pw.",We'd like to help. Are you able to log into [link] successfully? Let us know in DM. [link],technical_issue,AppleSupport,2
TH-31864,"Why oh why make on iOS harder to use. Can’t change title of an open doc! WTF, BAD, BAD",We want to get you in the right place for help. Use this link to connect to our Pages experts: [link],technical_issue,AppleSupport,2
TH-31866,"since we have update our phone we are facing many problem ringer is not working,network issue, phone hang problem. Poor update","We want your iPhone to be working as expected. Send us a DM with more details, and we'll start there. [link]",technical_issue,AppleSupport,2
TH-31869,Battery draining in recent updates of iOS 11.1 on my iPhone 6s. Why please fix it as soon as possible,"We've received your DM, and we'll continue working with you there. [link]",hardware_repair,AppleSupport,2
TH-31871,please do something about iOS 11's battery drain issue. I literally have my iPhone 6 plugged in and it's still losing power.,We're here to help. Let's take this to DM so we can better assist you. [link],hardware_repair,AppleSupport,2
TH-31873,My iPhone just signed itself out of iCloud and I lost all of my synced contacts when I tried to sign back in.,Are these contacts on the iCloud website? Check here from a computer and let us know: [link],general_inquiry,AppleSupport,2
TH-31875,This is self explanatory screen shot of one of example of hanging [link],Let's see if updating the iPhone to iOS 11.1 helps. DM us if it doesn't. [link] [link],hardware_repair,AppleSupport,2
TH-31881,"hi, facing problems of mobile hanging. Moblile gets hanged while having conference call, massaging, etc. become very slow many times",That is certainly not the experience we want you to have. Which iPhone model do you use?,general_inquiry,AppleSupport,2
TH-31883,Both downloading updates and new apps. No messages shown when I’m downloading.,Excellent information. Please send us a DM telling us which iPhone you have and the iOS version it's currently running. [link],technical_issue,AppleSupport,2
TH-31884,I can’t download apps from the app store.,Let’s work together to get your apps downloading again. Are you downloading updates or new apps? Any messages when downloading?,technical_issue,AppleSupport,2
TH-31887,#iOS11 keeps deleting apps!! For fucks sake sort your shit!,We'd like to help. Could you Direct Message us so we can get more information? [link],technical_issue,AppleSupport,2
TH-31889,It didn’t work.,Thanks for giving that a try! Go ahead and reach out to us in DM so we can continue troubleshooting together to resolve. [link],general_inquiry,AppleSupport,2
TH-31893,"I️ hate Chang sometimes, I️ really do. , fix the mystery boxes please. [link]",We certainly want to help! Which version of iOS are you currently running? Have you updated to iOS 11.1?,general_inquiry,AppleSupport,2
TH-31895,somebody trying to get into my account,Thanks for reaching out. We want to help. Tell us more about what's happening in DM. [link],account_access,AppleSupport,2
TH-31897,someone help me what halloween sorcery is this [link],Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started. [link],general_inquiry,AppleSupport,2
TH-31899,"After the last update, I cannot hear my phone calls. What is happening?",Send us a DM and let us know what version of iOS you're currently running. We'll go from there. [link],technical_issue,AppleSupport,2
TH-31901,Nope. what is going on?,"We'll be happy to look into this with you. To get started, let us know which iOS version you have installed.",general_inquiry,AppleSupport,2
TH-31904,"I updated to 11.1, and so far it works flawlessly! Thanks for the new update!",You're welcome.,technical_issue,AppleSupport,2
TH-31905,"Iphone 8, ios 11.0.2. Auto lock function not working properly. Will not lock unless i manually press power button. On for hours.",We'd be happy to see what's causing Auto-Lock to not work as expected. Let's see if updating helps: [link],technical_issue,AppleSupport,2
TH-31908,Yes. It became unstable :(,We understand your concern. Let's work together to solve these issues. Does this Wi-Fi issue happen on all networks?,general_inquiry,AppleSupport,2
TH-31911,"After updating to 10.13.1 to fix freeze issues of High Sierra, I went to a complete black screen. Test product before release",We want to help. Are you still seeing a blank black screen on your Mac? Send us a DM. [link],hardware_repair,AppleSupport,2
TH-31913,"iPhone 7 user with iOS 11 having a bug in its calculator app, 1+2+3=24 Thinking of buying a new apple iPhone x (wondering should I) [link]",We're happy to help you with this. Join us in DM so we may better assist you: [link],technical_issue,AppleSupport,2
TH-31915,"Hey can you stop focusing on adding more emojis in updates, and start focusing on how to fix my phone’s battery?",Battery life is surely important to us &amp; we'll do all we can to help. Which iPhone model &amp; what iOS version is installed?,hardware_repair,AppleSupport,2
TH-31918,the latest update is very glitchy! Did you do away with the double tap home button to bring the screen down for the PLUS? #notworking,"We'd like to look into this with you. We recently released iOS 11.1, is this the update your referring to?",hardware_repair,AppleSupport,2
TH-31920,That’s dumb as hell. Why isn’t there an X to close them out all the time? And not have to wait until an X to appear? Bring the X back!,We can help get you to the right place to make your suggestion. Provide your feedback here: [link],technical_issue,AppleSupport,2
TH-31921,Is it just me or does the X to close out your notifications only show up sometimes? Does anyone know how to fix that? [link],This is the expected behavior for notifications. Take a look at this: [link],general_inquiry,AppleSupport,2
TH-31925,Noted. Thank you!,"No problem, we’re happy to help! Let us know if we can assist with anything in the future. Have a great day!",general_inquiry,AppleSupport,2
TH-31926,"received this email which i believe happened to be a scammer, sender’s email is suspicious tho. Could u pls clarify this up? [link]",This is not a legitimate email from Apple. This article explains how to identify and report the email: [link],technical_issue,AppleSupport,2
TH-31929,Okay fix this shit! I’m tired of seeing these boxes when I’m typing an I.,We'd like to look into this with you. Please DM us your country and current iOS version. [link],general_inquiry,AppleSupport,2
TH-31931,Can I pay for  Care + online with an Apple Store gift card or do I have go into the store?,We'll get you pointed in the right direction. Please DM us so we can go over all options. [link],technical_issue,AppleSupport,2
TH-31933,Why do my tweets have hashtags and square question marks? I’m updated to the latest iOS 11.1 fix me. #apple [link],We've received your DM. Please look for a reply from us there.,technical_issue,AppleSupport,2
TH-31935,"So at midnight my phone just went blank, spun the wheel,and asked me to enter my passcode ...wtf since os 11 this randomly :(",Let's take a look at this further for you. Reach out to us in DM with more information. [link],general_inquiry,AppleSupport,2
TH-31937,whenever I type the letter “i” it auto corrects to a “a ?” What is going on!????,Let us help you get this sorted out. Join us in DM so we can better assist you: [link],general_inquiry,AppleSupport,2
TH-31940,HEY WHY IS MY BLUETOOTH CONSTANTLY TURNING ITSELF ON BY ITSELF I WANT ANSWERS,"Are you disabling Bluetooth from Control Center? If so, this is expected in iOS 11. Here's more info: [link]",technical_issue,AppleSupport,2
TH-31944,7 plus latest iOS,"We'd like you to reset your Keyboard Dictionary from Settings &gt; General &gt; Reset. Next, restart your iPhone. Any changes?",technical_issue,AppleSupport,2
TH-31947,Wait no never mind I️ still can’t type “I️”,We'd be happy to look into this with you further. DM us using the link below and we'll go from there. [link],general_inquiry,AppleSupport,2
TH-31945,Yo what’s up with this glitch every time I️ try to type the letter “I️” I,We'd like to help you out. Which device are you using and which iOS are you running?,general_inquiry,AppleSupport,2
TH-31951,thoughts [link],"Let's team up on this. Send us a DM with the iOS version your iPhone is running, and we'll meet you there. [link]",general_inquiry,AppleSupport,2
TH-31954,"everytime I go into social media I cannot DM anyone photos, not on twitter or Facebook. I have over 7k photos here it’s says 0 [link]","We have received your DM and thank you for the time required to share this information with us, we will respond in DM shortly.",general_inquiry,AppleSupport,2
TH-31956,That fixed it,Great. Let us know if you have any further questions or concerns. We're happy to help.,general_inquiry,AppleSupport,2
TH-31958,iPad 11.0.3 iPhone 11.0.3 and yes I have tried unpairing and issue still persisted,We'd recommend creating a backup of the data on both devices and updating to iOS 11.1. Please let us know if this helps.,general_inquiry,AppleSupport,2
TH-31960,iPad and iPhone,"Alright, can you tell us what iOS version you're currently on? Also, have you tried unpairing and pairing your AirPods again?",general_inquiry,AppleSupport,2
TH-31962,AirPods are connected but don’t play audio anymore any troubleshooting tips?,"We can certainly take a look! To begin, does this occur with all devices or just one?",general_inquiry,AppleSupport,2
TH-31964,shards of glass literally stabbed me when my screen broke. Fuck you apple I phone.,Send us a DM so we can help. We'd like to get some more information on what happened here. [link],hardware_repair,AppleSupport,2
TH-31420,I’ve had the same problem all day.,"Let's look into this together. Which device are you experiencing this on, and which software version is it running?",general_inquiry,AppleSupport,2
TH-32355,1+2+3=23?? On iOS 11!!! You know it sucks. Fix it or you’re going down as a company.,"Let's look into this together. DM us the device you're experiencing this on, and we'll get started. [link]",technical_issue,AppleSupport,2
TH-9212,Fix our iOS 11.03 battery issue. I’m on a 7 plus.,Send us a DM and let us know how long your battery is lasting. We'll help. [link],hardware_repair,AppleSupport,2
TH-32359,I meant auto renewing purchases per week or month like the FemaleFitness app for example,Got it. This article should do the trick for that: [link],technical_issue,AppleSupport,2
TH-32360,how can I unsubscribe to an auto renewing app in my iPhone?,This resource should do the trick. Check out the steps under 'Turn on Automatic Downloads': [link],technical_issue,AppleSupport,2
TH-32363,It’s glitching when I try to erase pictures or go onto new apps,Let's see what we can do. Send us a DM and let us know what you mean by glitching. [link],technical_issue,AppleSupport,2
TH-32364,Why is my BRAND NEW iPhone 7 already glitching ??🙃 I hate you guys,We're here to help. What specific issues are you experiencing with your device?,general_inquiry,AppleSupport,2
TH-32367,Anyone else having #IOSissues ? Everytime i type “i” it auto corrects to something else. 😡,Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started. [link],technical_issue,AppleSupport,2
TH-32369,fix your shit. See this I️ get to it girl it’s a glitch,We can definitely look into this with you. Which device are you using? DM us and let us know. [link],general_inquiry,AppleSupport,2
TH-32371,Thanks! I have iOS 11.1 but i dont see the new emojis 😫,Thanks for following up. Send us a DM so we can look into this with you there. [link],technical_issue,AppleSupport,2
TH-9214,I have the iPhone 7 Plus but i can’t do that 😢,"Thanks for reaching out. We are always happy to help. Are you running iOS 11.1? If not, learn how here: [link]",general_inquiry,AppleSupport,2
TH-32374,Now I️ see I’m not the only one whose phone is acting up cuz dropped a new phone. They get on my nerves with that dumb shit.,What kind of issues are you having? We can help out.,general_inquiry,AppleSupport,2
TH-32376,"Oye , muy bonitos tus nuevos emojis pero, ¿para cuando el poder desactivar (REAL) el Wifi y el Bluetooth desde el CC?",We offer support via Twitter in English. Get help in Spanish here: [link] or join [link],technical_issue,AppleSupport,2
TH-32378,Hi. This isn’t expected behaviour as you rolled out a change last night enabling the ability to do this. [link],Are you following the steps here to change it: [link] Let us know in DM. [link],general_inquiry,AppleSupport,2
TH-32379,"Hey , not sure you tested EVERYTHING when implementing the ability to switch #iCloud account emails! [link]","This is expected behavior. [link] emails cannot be changed, but you could use an alias: [link]",account_access,AppleSupport,2
